day_id,is_labourer,household_id,person_num,day_date,day_type,day_traveled,reason_not_traveled,reason_not_traveled_other,home_based,start_latlon,start_community,start_road,start_building,start_poi,start_emirate,interviewer_id,interviewer_company,interview_date,interview_time,person_id,interviewer_company_num,person_group,person_weight,wt
12,0.0,4479,2.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,14:40:00,447902,232,12,101.44807138653978,1
13,0.0,4479,3.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,14:40:00,447903,232,5,491.54293441154283,1
14,0.0,4479,4.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,14:41:00,447904,232,17,55.93333842464115,1
15,0.0,4479,5.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,14:41:00,447905,232,17,55.93333842464115,1
16,0.0,4479,6.0,2014-05-15,5,2,1,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-17,14:41:00,447906,232,7,277.79633024647643,1
17,0.0,4479,7.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,14:42:00,447907,232,7,277.79633024647643,1
18,0.0,4480,1.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,16:45:00,448001,232,7,455.6974233118036,1
19,0.0,4480,2.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,16:46:00,448002,232,7,320.6319670533536,1
20,0.0,4480,3.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,16:46:00,448003,232,7,152.30560421912588,1
21,0.0,4480,4.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,16:47:00,448004,232,7,81.77369598353653,1
22,0.0,4481,1.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:14:00,448101,232,7,291.15960242092,1
23,0.0,4481,2.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:14:00,448102,232,7,291.15960242092,1
24,0.0,4481,3.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:15:00,448103,232,7,291.15960242092,1
25,0.0,4481,4.0,2014-05-15,5,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-17,17:15:00,448104,232,7,277.79633024647643,1
26,0.0,4481,5.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:15:00,448105,232,7,291.15960242092,1
27,0.0,4481,6.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:15:00,448106,232,7,477.6185505329778,1
28,0.0,4481,7.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:16:00,448107,232,7,291.15960242092,1
29,0.0,4481,8.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-17,17:16:00,448108,232,7,291.15960242092,1
30,0.0,4556,1.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-19,18:32:00,455601,232,10,137.72366259961225,1
31,0.0,4556,2.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-19,18:33:00,455602,232,5,302.904732749584,1
32,0.0,4556,3.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-19,18:33:00,455603,232,12,215.73716498817907,1
33,0.0,4556,4.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-19,18:33:00,455604,232,7,142.680144977312,1
34,0.0,4557,1.0,2014-05-19,2,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,18:59:00,455701,232,12,101.44807138653978,1
35,0.0,4557,2.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,18:59:00,455702,232,7,291.15960242092,1
36,0.0,4557,3.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,18:59:00,455703,232,12,172.9916038900932,1
37,0.0,4557,4.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,19:00:00,455704,232,7,291.15960242092,1
38,0.0,4557,5.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,19:00:00,455705,232,7,277.79633024647643,1
39,0.0,4558,1.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,19:30:00,455801,232,5,127.52752176699391,1
40,0.0,4558,2.0,2014-05-18,1,2,1,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-19,19:30:00,455802,232,10,137.72366259961225,1
41,0.0,4314,1.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:38:00,431401,133,7,42.75724005457478,1
42,0.0,4314,2.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:38:00,431402,133,7,42.75724005457478,1
43,0.0,4314,3.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:38:00,431403,133,7,42.75724005457478,1
44,0.0,4478,1.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-17,13:51:00,447801,232,5,285.8951420243944,1
45,0.0,4478,2.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-17,13:51:00,447802,232,15,130.21073041148955,1
46,0.0,4478,3.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-17,13:52:00,447803,232,15,130.21073041148955,1
47,0.0,4478,4.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-17,13:53:00,447804,232,12,101.44807138653978,1
48,0.0,4478,5.0,2014-05-15,5,1,-999,,1,"25.274601,55.378990",qusais first,-,-,-,1,TTF-C-01,tf,2014-05-17,13:53:00,447805,232,7,159.7049581915928,1
49,0.0,4312,2.0,2014-05-06,3,1,-999,,1,"25.287232,55.346375",hor al anz,-,-,-,1,TTF-C-01,tf,2014-05-07,18:49:00,431202,133,7,42.75724005457478,1
50,0.0,4312,3.0,2014-05-06,3,1,-999,,1,"25.287232,55.346375",hor al anz,-,-,-,1,TTF-C-01,tf,2014-05-07,18:50:00,431203,133,7,42.75724005457478,1
51,0.0,4312,4.0,2014-05-06,3,1,-999,,1,"25.287232,55.346375",hor al anz,-,-,-,1,TTF-C-01,tf,2014-05-07,18:50:00,431204,133,7,42.75724005457478,1
52,0.0,4312,5.0,2014-05-06,3,1,-999,,1,"25.287232,55.346375",hor al anz,-,-,-,1,TTF-C-01,tf,2014-05-07,18:50:00,431205,133,7,36.057820209217404,1
53,1.0,8590,1.0,2014-04-22,3,1,-999,,1,"25.265810,55.418472",-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:02:00,859001,264,20,261.7864504617561,1
54,1.0,8590,2.0,2014-04-22,3,1,-999,,1,"25.265810,55.418472",-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:02:00,859002,264,20,261.7864504617561,1
55,1.0,8590,3.0,2014-04-22,3,2,3,,-999,,-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:03:00,859003,264,20,261.7864504617561,1
56,1.0,8590,4.0,2014-04-22,3,2,3,,-999,,-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:03:00,859004,264,20,261.7864504617561,1
57,1.0,8591,1.0,2014-04-22,3,1,-999,,1,"25.266160,55.418301",-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:26:00,859101,264,22,251.46234897681487,1
58,1.0,8591,2.0,2014-04-22,3,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-04-23,19:27:00,859102,264,22,251.46234897681487,1
59,1.0,8591,3.0,2014-04-22,3,1,-999,,1,"25.266160,55.418301",-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:27:00,859103,264,22,251.46234897681487,1
60,1.0,8591,4.0,2014-04-22,3,1,-999,,1,"25.266160,55.418301",-,-,-,-,1,TTF-C-01,tf,2014-04-23,19:27:00,859104,264,22,251.46234897681487,1
61,1.0,8592,1.0,2014-04-22,3,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-04-23,19:45:00,859201,264,22,173.26423378094572,1
62,1.0,8593,3.0,2014-04-22,3,2,1,,-999,,-,-,-,-,1,TTF-C-01,tf,2014-04-23,20:04:00,859303,264,22,251.46234897681487,1
63,1.0,8593,4.0,2014-04-22,3,1,-999,,1,"25.265772,55.417743",-,-,-,-,1,TTF-C-01,tf,2014-04-23,20:04:00,859304,264,22,251.46234897681487,1
64,1.0,8594,1.0,2014-04-22,3,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-04-23,20:24:00,859401,264,22,251.46234897681487,1
65,1.0,8594,2.0,2014-04-22,3,1,-999,,1,"25.265888,55.417786",-,-,-,-,1,TTF-C-01,tf,2014-04-23,20:25:00,859402,264,22,251.46234897681487,1
66,1.0,8594,3.0,2014-04-22,3,1,-999,,1,"25.265888,55.417786",-,-,-,-,1,TTF-C-01,tf,2014-04-23,20:25:00,859403,264,22,251.46234897681487,1
67,1.0,8595,1.0,2014-04-22,3,1,-999,,1,"25.265927,55.417657",-,-,-,-,1,TTF-C-01,tf,2014-04-23,21:12:00,859501,264,20,261.7864504617561,1
68,1.0,8595,2.0,2014-04-22,3,1,-999,,1,"25.265927,55.417657",-,-,-,-,1,TTF-C-01,tf,2014-04-23,21:13:00,859502,264,20,261.7864504617561,1
69,1.0,8595,3.0,2014-04-22,3,1,-999,,1,"25.265927,55.417657",-,-,-,-,1,TTF-C-01,tf,2014-04-23,21:13:00,859503,264,20,261.7864504617561,1
70,1.0,8595,4.0,2014-04-22,3,1,-999,,1,"25.265927,55.417657",-,-,-,-,1,TTF-C-01,tf,2014-04-23,21:13:00,859504,264,20,261.7864504617561,1
71,0.0,4082,1.0,2014-04-27,1,1,-999,,1,"25.271399,55.304918",-,-,-,-,1,TTF-C-01,tf,2014-04-28,14:04:00,408201,118,7,133.9730301162925,1
72,0.0,4082,2.0,2014-04-27,1,1,-999,,1,"25.271399,55.304918",-,-,-,-,1,TTF-C-01,tf,2014-04-28,14:04:00,408202,118,7,158.86476154919578,1
73,0.0,4082,3.0,2014-04-27,1,1,-999,,1,"25.271399,55.304918",-,-,-,-,1,TTF-C-01,tf,2014-04-28,14:05:00,408203,118,7,158.86476154919578,1
74,0.0,4083,1.0,2014-04-27,1,1,-999,,1,"25.272000,55.304468",-,-,-,-,1,TTF-C-01,tf,2014-04-28,14:18:00,408301,118,7,158.86476154919578,1
75,0.0,4083,2.0,2014-04-27,1,1,-999,,1,"25.272000,55.304468",-,-,-,-,1,TTF-C-01,tf,2014-04-28,14:19:00,408302,118,7,158.86476154919578,1
76,0.0,4083,3.0,2014-04-27,1,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-04-28,14:19:00,408303,118,7,188.68900878271475,1
77,0.0,4083,4.0,2014-04-27,1,1,-999,,1,"25.272000,55.304468",-,-,-,-,1,TTF-C-01,tf,2014-04-28,14:19:00,408304,118,7,158.86476154919578,1
78,0.0,4083,5.0,2014-04-27,1,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-04-28,14:20:00,408305,118,7,188.68900878271475,1
79,0.0,4099,1.0,2014-04-28,2,1,-999,,1,"25.273058,55.304221",-,-,-,-,1,TTF-C-01,tf,2014-04-29,17:54:00,409901,116,7,40.323787432679495,1
80,0.0,4099,2.0,2014-04-28,2,1,-999,,1,"25.273058,55.304221",-,-,-,-,1,TTF-C-01,tf,2014-04-29,17:54:00,409902,116,7,40.323787432679495,1
81,0.0,4314,4.0,2014-05-06,3,2,1,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-07,20:38:00,431404,133,7,174.0142148421535,1
82,0.0,4314,5.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:39:00,431405,133,7,42.75724005457478,1
83,0.0,4314,6.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:39:00,431406,133,7,42.75724005457478,1
84,0.0,4314,7.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:39:00,431407,133,7,42.75724005457478,1
85,0.0,4314,8.0,2014-05-06,3,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-07,20:40:00,431408,133,7,206.34546164308458,1
86,0.0,4314,9.0,2014-05-06,3,1,-999,,1,"25.288784,55.345602",HOR AL ANZ,-,-,-,1,TTF-C-01,tf,2014-05-07,20:40:00,431409,133,7,42.75724005457478,1
87,0.0,4649,1.0,2014-05-06,3,1,-999,,1,"25.261755,55.331161",port saeed,-,-,-,1,TTF-C-01,tf,2014-05-06,17:50:00,464901,129,7,312.8989247302815,1
88,0.0,4649,2.0,2014-05-05,2,1,-999,,1,"25.261755,55.331161",port saeed,-,-,-,1,TTF-C-01,tf,2014-05-06,17:51:00,464902,129,7,312.8989247302815,1
89,0.0,4649,3.0,2014-05-05,2,1,-999,,1,"25.261755,55.331161",port saeed,-,-,-,1,TTF-C-01,tf,2014-05-06,17:51:00,464903,129,7,312.8989247302815,1
90,0.0,4649,4.0,2014-05-05,2,2,1,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-06,17:51:00,464904,129,7,183.49441093670896,1
91,0.0,4649,5.0,2014-05-05,2,1,-999,,1,"25.261755,55.331161",port saeed,-,-,-,1,TTF-C-01,tf,2014-05-06,17:52:00,464905,129,7,312.8989247302815,1
92,0.0,4649,6.0,2014-05-05,2,1,-999,,1,"25.261755,55.331161",port saeed,-,-,-,1,TTF-C-01,tf,2014-05-06,17:52:00,464906,129,7,312.8989247302815,1
93,0.0,4651,1.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:32:00,465101,129,7,334.82428059911643,1
94,0.0,4651,2.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:33:00,465102,129,7,334.82428059911643,1
95,0.0,4651,3.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:33:00,465103,129,7,282.3623249796675,1
96,0.0,4651,4.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:33:00,465104,129,7,334.82428059911643,1
97,0.0,4651,5.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:33:00,465105,129,7,334.82428059911643,1
98,0.0,4651,6.0,2014-05-05,2,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-06,19:34:00,465106,129,7,183.49441093670896,1
99,0.0,4651,7.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:34:00,465107,129,7,282.3623249796675,1
100,0.0,4651,8.0,2014-05-05,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:34:00,465108,129,7,334.82428059911643,1
101,0.0,4651,9.0,2014-04-28,2,2,3,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-06,19:34:00,465109,129,7,183.49441093670896,1
102,0.0,4651,10.0,2014-04-28,2,1,-999,,1,"25.262609,55.330410",port saeed,4a,-,-,1,TTF-C-01,tf,2014-05-06,19:35:00,465110,129,7,334.82428059911643,1
103,0.0,4312,1.0,2014-05-06,3,1,-999,,1,"25.287232,55.346375",hor al anz,-,-,-,1,TTF-C-01,tf,2014-05-07,18:49:00,431201,133,7,42.75724005457478,1
104,0.0,4558,3.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,19:30:00,455803,232,12,306.2567538573622,1
105,0.0,4558,4.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,19:31:00,455804,232,17,55.93333842464115,1
106,0.0,4558,5.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,19:31:00,455805,232,7,248.40657426124415,1
107,0.0,4559,1.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,12:11:00,455901,232,7,90.91497519464994,1
108,0.0,4559,2.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,12:12:00,455902,232,7,169.65884612239233,1
109,0.0,4559,3.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,12:13:00,455903,232,7,169.65884612239233,1
110,0.0,4559,4.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,12:13:00,455904,232,7,169.65884612239233,1
111,0.0,4559,5.0,2014-05-18,1,1,-999,,1,"25.278113,55.372167",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-19,12:13:00,455905,232,7,169.65884612239233,1
112,0.0,4560,1.0,2014-05-18,1,1,-999,,1,"25.280247,55.373111",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-20,00:37:00,456001,232,5,285.8951420243944,1
113,0.0,4560,2.0,2014-05-18,1,1,-999,,1,"25.280247,55.373111",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-20,00:37:00,456002,232,17,63.123395607753416,1
114,0.0,4560,3.0,2014-05-18,1,1,-999,,1,"25.280247,55.373111",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-20,00:37:00,456003,232,12,63.67864963643117,1
115,0.0,4560,4.0,2014-05-18,1,1,-999,,1,"25.280247,55.373111",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-20,00:38:00,456004,232,7,291.15960242092,1
116,0.0,4560,5.0,2014-05-18,1,1,-999,,1,"25.280247,55.373111",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-20,00:38:00,456005,232,16,69.66139095040477,1
117,0.0,4560,6.0,2014-05-18,1,1,-999,,1,"25.280247,55.373111",QUSAIS FIRST,-,-,-,1,TTF-C-01,tf,2014-05-20,00:39:00,456006,232,7,277.79633024647643,1
118,0.0,3595,1.0,2014-05-19,2,1,-999,,1,"25.277919,55.406199",245,-,-,-,1,TTF-C-01,tf,2014-05-20,19:26:00,359501,245,5,171.47428711006023,1
119,0.0,3595,2.0,2014-05-19,2,1,-999,,1,"25.277919,55.406199",245,-,-,-,1,TTF-C-01,tf,2014-05-20,19:26:00,359502,245,12,40.40041726504012,1
120,0.0,3595,3.0,2014-05-19,2,1,-999,,1,"25.277919,55.406199",245,-,-,-,1,TTF-C-01,tf,2014-05-20,19:27:00,359503,245,12,876.7510461391589,1
121,0.0,3595,4.0,2014-05-19,2,1,-999,,1,"25.277919,55.406199",245,-,-,-,1,TTF-C-01,tf,2014-05-20,19:27:00,359504,245,16,23.271657334328864,1
122,0.0,3595,5.0,2014-05-19,2,1,-999,,1,"25.277919,55.406199",245,-,-,-,1,TTF-C-01,tf,2014-05-20,19:27:00,359505,245,17,63.123395607753416,1
123,0.0,3595,6.0,2014-05-19,2,1,-999,,1,"25.277919,55.406199",245,-,-,-,1,TTF-C-01,tf,2014-05-20,19:28:00,359506,245,7,310.9279896546491,1
124,0.0,3597,1.0,2014-05-19,2,2,1,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-20,00:24:00,359701,245,5,171.47428711006023,1
125,0.0,3597,2.0,2014-05-19,2,1,-999,,1,"25.277996,55.406027",muhaisnah 4,-,-,-,1,TTF-C-01,tf,2014-05-20,00:24:00,359702,245,12,56.85108484011601,1
126,0.0,3597,3.0,2014-05-19,2,1,-999,,1,"25.277996,55.406027",muhaisnah 4,-,-,-,1,TTF-C-01,tf,2014-05-20,00:24:00,359703,245,5,319.99271438468844,1
127,0.0,3597,4.0,2014-05-19,2,1,-999,,1,"25.277996,55.406027",muhaisnah 4,-,-,-,1,TTF-C-01,tf,2014-05-20,00:25:00,359704,245,12,183.67917317715882,1
128,0.0,3597,5.0,2014-05-19,2,1,-999,,1,"25.277996,55.406027",muhaisnah 4,-,-,-,1,TTF-C-01,tf,2014-05-20,00:25:00,359705,245,16,23.271657334328864,1
129,0.0,3597,6.0,2014-05-19,2,1,-999,,1,"25.277996,55.406027",muhaisnah 4,-,-,-,1,TTF-C-01,tf,2014-05-20,00:25:00,359706,245,16,23.271657334328864,1
130,0.0,3597,7.0,2014-05-19,2,1,-999,,1,"25.277996,55.406027",muhaisnah 4,-,-,-,1,TTF-C-01,tf,2014-05-20,00:26:00,359707,245,16,36.101440601681446,1
131,0.0,5004,1.0,2014-05-28,4,1,-999,,1,"25.246549,55.282184",322,-,-,-,1,TTF-C-01,tf,2014-05-29,21:54:00,500401,322,5,120.61405795093586,1
132,0.0,5004,2.0,2014-05-28,4,1,-999,,1,"25.246549,55.282184",322,-,-,-,1,TTF-C-01,tf,2014-05-29,21:54:00,500402,322,12,444.41934254604644,1
133,0.0,5004,3.0,2014-05-28,4,1,-999,,1,"25.246549,55.282184",322,-,-,-,1,TTF-C-01,tf,2014-05-29,21:54:00,500403,322,7,117.93873870697021,1
134,0.0,5004,4.0,2014-05-28,4,1,-999,,1,"25.246549,55.282184",322,-,-,-,1,TTF-C-01,tf,2014-05-29,21:55:00,500404,322,7,117.93873870697021,1
135,0.0,5004,5.0,2014-05-21,4,2,2,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-29,21:55:00,500405,322,12,219.14004328051718,1
136,0.0,5085,1.0,2014-05-29,5,1,-999,,1,"25.131842,55.387788",626,-,-,-,1,TTF-C-01,tf,2014-05-31,11:49:00,508501,626,5,175.58270243942175,1
137,0.0,5085,2.0,2014-05-29,5,1,-999,,1,"25.131842,55.387788",626,-,-,-,1,TTF-C-01,tf,2014-05-31,11:50:00,508502,626,12,375.8179618724713,1
138,0.0,5085,3.0,2014-05-29,5,1,-999,,1,"25.131842,55.387788",626,-,-,-,1,TTF-C-01,tf,2014-05-31,11:50:00,508503,626,12,185.31318632198392,1
139,0.0,5086,1.0,2014-05-22,5,1,-999,,1,"25.133630,55.385985",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:31:00,508601,626,7,173.2609805917297,1
140,0.0,5086,2.0,2014-05-22,5,1,-999,,1,"25.133630,55.385985",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:31:00,508602,626,7,173.2609805917297,1
141,0.0,5086,3.0,2014-05-29,5,1,-999,,1,"25.133630,55.385985",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:32:00,508603,626,7,173.2609805917297,1
142,0.0,5086,4.0,2014-05-29,5,1,-999,,1,"25.133630,55.385985",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:32:00,508604,626,7,173.2609805917297,1
143,0.0,5086,5.0,2014-05-22,5,2,1,,-999,,-,-,-,-,-999,TTF-C-01,tf,2014-05-31,23:33:00,508605,626,7,180.36920265476982,1
144,0.0,5086,6.0,2014-05-29,5,1,-999,,1,"25.133630,55.385985",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:33:00,508606,626,7,173.2609805917297,1
145,0.0,5087,1.0,2014-05-29,5,1,-999,,1,"25.131143,55.386543",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:44:00,508701,626,7,181.12432367467136,1
